OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES,LONGITUDE,LATITUDE,LABEL
Tea Tree Road Sand,mineral deposit,WA,Sand - undifferentiated,116.0329,-31.418899999999955,0
Bindoon Hill 1,mineral deposit,WA,Gravel,116.13300000000001,-31.32530000000002,0
Areas 8-3 & 8-6 - Central Bindoon,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.14410000000001,-31.2516,0
Wandena - Lot 500 Midlands Rd Walebing,mineral deposit,WA,"Aggregate - undifferentiated, Granite",116.1622,-30.699100000000016,0
Chiarcono,Deposit - Unspecified,WA,Gypsum,116.22250000000001,-30.118200000000037,0
Eastern Limb - Feral,mineral deposit,WA,"Alumina, Phosphorus oxide, Unspecified/Unknown, Sulphur, Iron, Magnetite",116.37920000000001,-29.37549999999996,0
Gingaba Well,mineral deposit,WA,Gypsum,116.43319999999999,-29.314799999999995,0
Buddadoo,mineral deposit,WA,"Titanium dioxide, Vanadium pentoxide, Vanadium, Titanium, Magnetite, Iron",116.49060000000001,-28.721799999999938,0
Yalgoo Gravel pit 3 / Main Roads,mineral deposit,WA,Gravel,116.5267,-28.358599999999946,0
Paraburdoo Barite,mineral deposit,WA,Barite,117.2607,-23.124399999999998,0
Hardey Brockman,mineral deposit,WA,"Unspecified/Unknown, Magnesia (magnesium oxide), Manganese, Phosphorus, Sulphur, Alumina, Iron",117.2911,-22.952799999999982,0
Beasley River Sand 1 / Holcim,Mine - Openpit,WA,Sand - undifferentiated,117.24220000000001,-22.852699999999995,0
Brockman 4 - Camp Borrow Pit 1,mineral deposit,WA,Gravel,117.2999,-22.572699999999994,0
Brockman 2 - Pit 1 (Detritals),mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.3391,-22.437800000000042,0
Hamersley Range Printstone / Kayes,mineral deposit,WA,"Jasper, Ornamental stone",117.3646,-22.283100000000033,0
Area J - Anvil,mineral deposit,WA,Iron,117.3133,-22.171800000000022,0
Ajax / Flinders,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.38069999999999,-22.126800000000053,0
Mt Pyrton - Area 4 473E,mineral deposit,WA,Iron,117.3933,-22.006799999999977,0
Mt Pyrton - PY4,mineral deposit,WA,Iron,117.38729999999998,-21.91499999999997,0
Mt Leeuwin Loop Rd Lot 103 Carlotta,mineral deposit,WA,Gravel,115.83,-34.102500000000006,0
Cundinup-Dudinyillup Rd Lot 12 Nannup / Prime,mineral deposit,WA,"Gravel, Sand - undifferentiated, Shale",115.80959999999999,-33.86139999999997,0
Donnybrook Stone / Italia,Mine - Openpit,WA,"Sandstone, Dimension stone",115.8153,-33.608399999999975,0
Beelerup Sandstone,mineral deposit,WA,"Sandstone, Dimension stone",115.8554,-33.56229999999998,0
Wellington Dam Catchment,mineral deposit,WA,Sand - undifferentiated,115.9547,-33.339099999999966,0
Shenton Ridge,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",115.89779999999999,-33.276199999999946,0
Sandalwood Road Lot 6 Brunswick North / Catalano,mineral deposit,WA,Gravel,115.9228,-33.17310000000006,0
Cookernup Middle,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon",115.9106,-33.00489999999999,0
Yarloop - Wagerup / Iluka,mineral deposit,WA,"Rutile, Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Leucoxene, Monazite",115.9206,-32.93930000000005,0
Waroona Main / Iluka,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon, Leucoxene, Monazite",115.92850000000001,-32.825700000000005,0
Hayes - Coolup,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Rutile, Leucoxene, Monazite",115.9544,-32.71429999999998,0
North Dandalup,mineral deposit,WA,Heavy minerals,115.9723,-32.5518,0
Huntly - Myarra South,mineral deposit,WA,Bauxite,116.05949999999999,-32.4981,0
Scrivener Rd Serpentine / Shire,mineral deposit,WA,Gravel,116.0299,-32.38200000000003,0
Balmoral Rd Jarrahdale / Shire,mineral deposit,WA,Gravel,116.08469999999998,-32.34970000000005,0
Cardup Group / Australbricks,mineral deposit,WA,Shale,116.0184,-32.240400000000015,0
Barrington,mineral deposit,WA,Aggregate - undifferentiated,116.04020000000001,-32.06090000000004,0
Greenmount Hill Granite,mineral deposit,WA,"Granite, Dimension stone",116.062,-31.914999999999967,0
Toodyay Rd Lots 8-10  Gidgegannup - Red Hill,mineral deposit,WA,Clay - brick,116.09579999999998,-31.835699999999985,0
Toodyay Rd Lot 153 Gidgegannup - Red Hill,mineral deposit,WA,Clay - brick,116.10229999999999,-31.820899999999988,0
Smiths Mill Hill,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.18589999999999,-31.6762,0
Lower Chittering,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.16230000000002,-31.586499999999997,0
Area 4 - Julimar,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.14839999999998,-31.504599999999996,0
Areas 8-1 & 8-2 - Bindoon,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.15910000000001,-31.331099999999978,0
Area 8-5 - Bindoon,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.2443,-31.195400000000056,0
Indarrie Asb,mineral deposit,WA,Unspecified/Unknown,116.31550000000001,-30.685599999999994,0
Bindi Bindi (70),mineral deposit,WA,Unspecified/Unknown,116.36150000000002,-30.60589999999998,0
Perangery Gypsum 3,mineral deposit,WA,Gypsum,116.4388,-29.36110000000002,0
Lake Weelhamby South,mineral deposit,WA,Gypsum,116.4577,-29.27849999999999,0
Karara Borrow Pit 1,mineral deposit,WA,Gravel,116.548,-29.201499999999953,0
Yalgoo Gravel pit 1 / Main Roads,mineral deposit,WA,Gravel,116.58470000000001,-28.352899999999973,0
Johnsons Well Pegmatite,mineral deposit,WA,"Tantalum pentoxide, Tantalum, Lithium, Lepidolite, Cesium, Rubidium",116.6923,-28.198799999999984,0
Sandy Creek Sand - Rocklea / Holcim,mineral deposit,WA,"Sand - undifferentiated, Gravel, Aggregate - undifferentiated",117.3715,-22.904199999999992,0
Brockman 4 - Deposit J,mineral deposit,WA,Iron,117.4358,-22.518099999999993,0
Maleys prospect,mineral deposit,WA,Asbestos - crocidolite,117.3955,-22.317299999999957,0
Eagle / Flinders,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",117.47380000000001,-22.174399999999967,0
Blackjack North,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",117.41340000000001,-22.10169999999995,0
Mt Pyrton - Hex 5,mineral deposit,WA,Iron,117.49310000000001,-21.971499999999978,0
BFM1099,mineral deposit,WA,Graphite,115.9217,-34.22009999999998,0
TXP0029,mineral deposit,WA,Aggregate - undifferentiated,115.9316,-33.82509999999997,0
Yabberup,Mine - Openpit,WA,Sand - undifferentiated,115.9753,-33.53790000000001,0
Hanson Rd Lot 15 Hoffman / Versaci,mineral deposit,WA,Gravel,116.0139,-33.10619999999996,0
Orion - Willowdale,mineral deposit,WA,Bauxite,116.057,-32.84279999999994,0
Huntly - McCoy,mineral deposit,WA,Bauxite,116.16360000000002,-32.55990000000002,0
Pickering Brook Gravel,mineral deposit,WA,Gravel,116.1606,-32.062099999999965,0
BFM0010,mineral deposit,WA,Gravel,116.2069,-31.883300000000016,0
Toodyay Rd Gidgegannup / Poggiolo,mineral deposit,WA,Aggregate - undifferentiated,116.2396,-31.77180000000002,0
Cobbler Pool Road Lot 111 Toodyay / Boral,mineral deposit,WA,"Aggregate - undifferentiated, Granite",116.28290000000001,-31.575599999999955,0
Cardea 1,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.2952,-31.536999999999985,0
Dionysus,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.354,-31.228000000000055,0
Yerecoin North,mineral deposit,WA,"Unspecified/Unknown, Iron, Magnetite",116.31829999999998,-30.917699999999993,0
Piawaning / Briggs (70),mineral deposit,WA,"Clay, Clay - brick",116.38110000000002,-30.858599999999942,0
Bindi Bindi Asb 2,mineral deposit,WA,Unspecified/Unknown,116.3662,-30.614999999999977,0
Karara Borrow Pit 2,mineral deposit,WA,Gravel,116.61830000000002,-29.188799999999997,0
Yalgoo / Fleming A.K (59),mineral deposit,WA,Barite,116.718,-28.537899999999954,0
Bilberatha Hill,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron, Magnetite",116.7306,-28.433500000000034,0
Sam - Yogi,mineral deposit,WA,"Iron, Magnetite",116.79630000000002,-28.229299999999974,0
Yalgoo Beryl District - General and Sundry,mineral deposit,WA,Beryl - undifferentiated,116.7394,-28.157000000000032,0
Dead Goat Hill South Ridge East,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Magnetite",116.99789999999999,-26.166500000000028,0
Rocklea Central West Pit 2,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",117.4778,-22.811400000000003,0
Turner Syncline Section 17 Main West,mineral deposit,WA,Iron,117.4691,-22.72180000000002,0
Turner Syncline B1 Satellite,mineral deposit,WA,Iron,117.47250000000001,-22.678800000000017,0
Borrow Pit BP275.5,mineral deposit,WA,Gravel,117.4841,-22.39629999999998,0
Badger,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.51420000000002,-22.159499999999994,0
Borrow Pit BP186 L47/47,mineral deposit,WA,Gravel,117.6262,-21.90979999999995,0
Borrow Pit BP171 L47/47,mineral deposit,WA,Gravel,117.5785,-21.781799999999986,0
Balla Balla West,mineral deposit,WA,"Phosphorus oxide, Iron, Titanium dioxide, Vanadium pentoxide, Vanadium, Titanium, Magnetite, Phosphate",117.757,-20.759700000000027,0
Green Road Lot 246 Channybearup,mineral deposit,WA,"Gravel, Sand - undifferentiated",115.92850000000001,-34.442200000000014,0
Donnelly Rd Lot 111 Yanmah Sand,mineral deposit,WA,Sand - undifferentiated,116.03910000000002,-34.16379999999996,0
Yanmah Primary 1,mineral deposit,WA,Kyanite,115.9937,-34.14370000000002,0
South Cornwall Leases (70),mineral deposit,WA,"Tin, Tin oxide/cassiterite",116.0633,-33.854599999999984,0
Balingup Plant / WA Minerals (70),mineral deposit,WA,Talc,116.074,-33.752400000000016,0
Phoenix (Collie),mineral deposit,WA,Coal - undifferentiated,116.1393,-33.38999999999999,0
Black Diamond,mineral deposit,WA,Coal - undifferentiated,116.089,-33.34270000000001,0
Cameron - Darling Range,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.23480000000002,-32.465400000000045,0
Voyager / BGC,mineral deposit,WA,Aggregate - undifferentiated,116.35669999999999,-31.865599999999983,0
Burma Road Bailup Gravel,mineral deposit,WA,Gravel,116.3366,-31.758499999999955,0
Wundowie Gravel,mineral deposit,WA,Gravel,116.38930000000002,-31.75280000000002,0
Morangup Rd - Squarchini,mineral deposit,WA,Clay - brick,116.341,-31.598099999999963,0
Cardea 2,mineral deposit,WA,Bauxite,116.3617,-31.532100000000007,0
Cardea 3 HDJV,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.3641,-31.45130000000002,0
Karara South - BH1,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",116.77420000000001,-29.189400000000024,0
Marvin - Yogi,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron, Magnetite",116.8233,-28.330199999999994,0
Daffy - Yogi,mineral deposit,WA,"Iron, Magnetite",116.83460000000001,-28.296599999999962,0
Paraburdoo Sand 1 / Hanson,mineral deposit,WA,"Sand - undifferentiated, Gravel",117.55180000000001,-23.13810000000001,0
Stingray West - Sheila Valley,mineral deposit,WA,Iron,117.5723,-22.368700000000025,0
Stingray Central - Sheila Valley,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.5962,-22.34670000000003,0
Sheila Valley Central BID,mineral deposit,WA,Iron,117.66559999999998,-22.211900000000025,0
Weelumurra East,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",117.6855,-22.10830000000001,0
Borrow Pit BP21 L47/47,mineral deposit,WA,Gravel,117.66410000000002,-22.03060000000005,0
Roebourne Lead Sundry Claims,mineral deposit,WA,Lead,117.808,-20.886599999999984,0
Balla Balla Group,mineral deposit,WA,"Iron, Vanadium pentoxide, Vanadium, Titanium, Magnetite, Phosphate",117.7752,-20.765400000000025,0
Point D'Entrecasteaux / WALCO,mineral deposit,WA,"Limestone, Limesand",116.01339999999999,-34.82890000000002,0
Double Bridges Rd Lot 12935 Meerup,mineral deposit,WA,Shale,116.0781,-34.67539999999999,0
Conte Road Lot 8 Collins,mineral deposit,WA,Sand - undifferentiated,116.01079999999999,-34.463099999999976,0
Pemberton Rd Lot 8961 North Eastbrook / Prime,mineral deposit,WA,Sand - undifferentiated,116.0705,-34.403200000000034,0
Ridge Road Channybearup,mineral deposit,WA,"Sand - construction, Sand - undifferentiated",116.06600000000002,-34.3435,0
Manjimup Quartzite,mineral deposit,WA,"Quartzite, Dimension stone, Quartz - undifferentiated",116.13950000000001,-34.19290000000001,0
Yornup / Heskeths,mineral deposit,WA,"Aggregate - undifferentiated, Gravel",116.1566,-34.101600000000055,0
Glenlynn / Mabey Talc (70),mineral deposit,WA,Talc,116.1501,-34.02400000000005,0
Orange Grove - Bridgetown Black,mineral deposit,WA,"Dimension stone, Dolerite",116.07689999999998,-33.98179999999999,0
Kendall Rd Lots 10940 & 11851 Catterick,mineral deposit,WA,Gravel,116.171,-33.867500000000035,0
Noggerup 1,mineral deposit,WA,Sand - undifferentiated,116.21230000000001,-33.56739999999993,0
Shotts Road - Collie,mineral deposit,WA,Sand - undifferentiated,116.2469,-33.38190000000004,0
Ewington 1,mineral deposit,WA,"Coal - undifferentiated, Shale",116.2194,-33.34869999999998,0
Goods Road East - Chidlow / Tuma,mineral deposit,WA,"Sand - undifferentiated, Gravel, Clay",116.38709999999999,-31.90460000000001,0
Wundowie Northeast Bauxite,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.44200000000001,-31.7049,0
Salt Valley Road Lot 1 Hoddys Well,mineral deposit,WA,Clay - brick,116.4327,-31.648200000000003,0
Culham Talc Bolgart,mineral deposit,WA,Talc,116.46819999999998,-31.352200000000018,0
BFM1209,mineral deposit,WA,Gravel,116.4798,-31.26639999999999,0
Bolgart North,mineral deposit,WA,"Clay, Kaolin",116.55560000000001,-31.2173,0
Rothsay Feldspar and Beryl (59),mineral deposit,WA,"Feldspar, Beryl - undifferentiated",116.8563,-29.298399999999994,0
Mungada West - Blue Hills,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron, Magnetite",116.86260000000001,-29.14130000000001,0
Feinberg and Cross Ochre (59),mineral deposit,WA,Ochre,116.887,-29.032600000000073,0
Golden Grove - Gravel Pit D,mineral deposit,WA,Gravel,116.9317,-28.745800000000013,0
Badja Gypsum,mineral deposit,WA,Gypsum,116.8909,-28.513500000000008,0
Melangata Dimension Stone Environmental Group,mineral deposit,WA,"Unspecified/Unknown, Dimension stone",117.00860000000002,-27.6533,0
Mt Hale,mineral deposit,WA,Iron,117.2548,-26.04379999999996,0
Ashburton River Sand / Hanson,mineral deposit,WA,Sand - undifferentiated,117.5706,-23.62619999999997,0
Paraburdoo 5 West,mineral deposit,WA,Iron,117.576,-23.218,0
Tom Price Section 7 West 3,mineral deposit,WA,Iron,117.71749999999999,-22.76420000000004,0
Turner Syncline - Powerline,mineral deposit,WA,Iron,117.7092,-22.65360000000001,0
Tom Price Gravel,mineral deposit,WA,Gravel,117.68059999999998,-22.632699999999964,0
Borrow Pit BP255.5,mineral deposit,WA,Gravel,117.6633,-22.441599999999955,0
Mt Barnett Borrow Pit,mineral deposit,WA,Gravel,117.6746,-22.344399999999954,0
Sheila East,mineral deposit,WA,Iron,117.70010000000002,-22.225800000000003,0
Queens,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.76949999999998,-22.1287,0
Asbestos Gorge,mineral deposit,WA,"Asbestos - crocidolite, Ornamental stone",117.79560000000001,-21.988799999999973,0
Pemberton-Northcliffe Road Lot 8683 Northcliffe / Prime,mineral deposit,WA,"Sand - undifferentiated, Shale",116.10260000000001,-34.625999999999976,0
Pipe Clay Gully Road Lot 3 and Location 9355 Middlesex / Prime 1,mineral deposit,WA,"Sand - undifferentiated, Gravel",116.14210000000001,-34.31210000000003,0
Dingup Rd Lot 739 Dingup / Wauchope,mineral deposit,WA,Gravel,116.20489999999998,-34.25979999999996,0
Yarri Rd Lot 200 Balbarrup / Prime,mineral deposit,WA,"Sand - undifferentiated, Gravel",116.2432,-34.18050000000004,0
Boyup Basin / Griffin Coal,mineral deposit,WA,"Coal - undifferentiated, Gravel, Sand - undifferentiated, Sandstone",116.2514,-33.75039999999996,0
Wilga Area 2D,mineral deposit,WA,Coal - undifferentiated,116.3284,-33.6699,0
McAlinden Rd Lot 3729 Bowelling / Coalcliff,mineral deposit,WA,Sand - undifferentiated,116.3006,-33.539000000000016,0
Muja,mineral deposit,WA,"Coal - undifferentiated, Shale",116.3085,-33.42829999999995,0
Collie / Western Group,mineral deposit,WA,"Coal - undifferentiated, Shale, Gravel",116.28870000000002,-33.371399999999966,0
Harvey-Quindanning Rd Lot 7 Lower Hotham,mineral deposit,WA,Gravel,116.4098,-32.98939999999999,0
Juturna,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.514,-31.83309999999996,0
Northam-Toodyay Rd Lot 102 Katrine / Smart,mineral deposit,WA,Gravel,116.5486,-31.637500000000003,0
Sheen Road Lot M488 Mumberkine / BGC,mineral deposit,WA,Clay,116.6137,-31.42990000000002,0
Tyndall Rd Lot 3 Mumberkine / Nielsen,mineral deposit,WA,Sand - undifferentiated,116.6659,-31.40169999999999,0
Goomalling,mineral deposit,WA,"Clay, Kaolin",116.6552,-31.3091,0
Pithara Aggregrate,mineral deposit,WA,"Aggregate - undifferentiated, Granite",116.7675,-30.411899999999985,0
Mungada Gully,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",116.9053,-29.137199999999954,0
Shine,mineral deposit,WA,"Alumina, Unspecified/Unknown, Magnesia (magnesium oxide), Phosphorus, Sulphur, Titanium dioxide, Iron, Magnetite",116.93650000000001,-28.8515,0
Golden Grove - Gravel Pit A,mineral deposit,WA,Gravel,116.94100000000002,-28.763700000000018,0
Golden Grove - Gravel Pit I,mineral deposit,WA,Gravel,116.9478,-28.759799999999984,0
Edah (59),mineral deposit,WA,Beryl - undifferentiated,117.12569999999998,-28.146200000000004,0
Dalgaranga Graphite 2,Deposit - Unspecified,WA,Graphite,117.1534,-27.793700000000015,0
Warda Warra Tantalite,mineral deposit,WA,"Tantalum pentoxide, Tantalum",117.1261,-27.634200000000032,0
Yalgoo / Baker and Pearson (59),mineral deposit,WA,Beryl - undifferentiated,117.132,-27.540500000000034,0
Dalgaranga / Zamen (59),mineral deposit,WA,"Tantalum, Tantalum pentoxide",117.14870000000002,-27.467700000000022,0
Taylor Range T13,mineral deposit,WA,Iron,117.35430000000001,-25.95479999999997,0
Mt Gould G6,mineral deposit,WA,"Hematite, Mineral pigment",117.34010000000002,-25.79939999999999,0
Tom Price Group,mineral deposit,WA,"Iron ore, Iron",117.7761,-22.76929999999999,0
Tom Price North Borrow Pit,mineral deposit,WA,Aggregate - undifferentiated,117.7646,-22.658199999999987,0
Tom Price Aggregate 1970,mineral deposit,WA,"Aggregate - undifferentiated, Unspecified/Unknown, Basalt",117.7496,-22.639199999999974,0
Castle Valley,mineral deposit,WA,Iron,117.83270000000002,-22.20829999999999,0
Kings-Solomon,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",117.8698,-22.159499999999994,0
Miller Gorge,mineral deposit,WA,"Asbestos - crocidolite, Ornamental stone",117.8348,-21.95999999999996,0
Boyup Brook South,mineral deposit,WA,Stone - building stone,116.35929999999999,-33.95340000000001,0
Wilga Southeast,mineral deposit,WA,Coal - undifferentiated,116.3708,-33.702699999999965,0
Hebb Rd Lot 4099 Bowelling / Sloan,mineral deposit,WA,Sand - undifferentiated,116.3964,-33.45719999999998,0
Edison Mill Rd Lot 28061 Dale / Austral Bricks,mineral deposit,WA,Clay,116.57719999999999,-32.24110000000005,0
Spencers Brook Rd Lot 416 Muluckine / Avon,mineral deposit,WA,Sand - undifferentiated,116.6551,-31.69820000000002,0
Great Eastern Hwy / Magnetite Minerals,mineral deposit,WA,Aggregate - undifferentiated,116.69289999999998,-31.64030000000004,0
Lake Goorly M70/1115,mineral deposit,WA,Gypsum,116.97080000000001,-29.98559999999998,0
Dalgaranga Graphite 1,mineral deposit,WA,Graphite,117.1773,-27.810600000000015,0
Mt Farmer South,Mine - Openpit,WA,"Beryl - undifferentiated, Tourmaline",117.2627,-27.719300000000022,0
Dalgaranga / Todd and Palmer (59),mineral deposit,WA,"Tantalum, Tantalum pentoxide",117.26690000000002,-27.707799999999995,0
Mt Gould (52),mineral deposit,WA,Barite,117.5219,-25.70640000000002,0
Channar Southern Detritals,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.84610000000002,-23.31839999999998,0
Spring Creek CID,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.8578,-22.78099999999994,0
Fortescue River South,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.9347,-22.436899999999998,0
Area A - Marandoo West,Deposit - Unspecified,WA,Iron,117.92810000000001,-22.37909999999999,0
Frederick East,mineral deposit,WA,Iron,117.8949,-22.22760000000004,0
Zion,mineral deposit,WA,Iron,117.95590000000001,-22.193999999999964,0
Firetail North,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",117.9258,-22.117699999999992,0
Red Hill Dune 1 / NW Quarries,mineral deposit,WA,Sand - undifferentiated,118.0881,-20.82909999999998,0
Perup Rd Lot 4 Perup / Shire,mineral deposit,WA,Gravel,116.45370000000001,-34.34960000000004,0
Cronus,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.5277,-33.88789999999997,0
South Crossman Rd Lot 92 Crossman,mineral deposit,WA,Gravel,116.6276,-32.856699999999954,0
Great Southern Highway Lot 1 Gilgering Pit 1,mineral deposit,WA,Gravel,116.78239999999998,-32.06839999999999,0
Grass Valley Rd North Lot 20 Southern Brook / Avon,mineral deposit,WA,Sand - undifferentiated,116.7942,-31.6105,0
Lake Goorly 1,mineral deposit,WA,Gypsum,117.02270000000001,-29.989900000000034,0
Bungeye - Domain 1,mineral deposit,WA,"Iron, Magnetite",117.1349,-29.53209999999998,0
Lodestone,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Magnetite",117.1515,-29.42619999999997,0
Murchison Beryl Crown Lands,mineral deposit,WA,Beryl - undifferentiated,117.4557,-27.130900000000004,0
Weld Range yellow,mineral deposit,WA,Ochre,117.4785,-26.98630000000003,0
Mindoolah Porphyritic Dolerite,mineral deposit,WA,"Ornamental stone, Dimension stone, Dolerite",117.4364,-26.907000000000025,0
Livingstone Talc,mineral deposit,WA,Talc,117.65860000000002,-25.578999999999997,0
Turee Syncline Central,mineral deposit,WA,Iron,117.90309999999998,-23.154799999999994,0
Mt Bruce Well - Marandoo West,mineral deposit,WA,"Unspecified/Unknown, Manganese, Phosphorus, Alumina, Iron",117.9958,-22.54009999999998,0
Mt MacLeod South,mineral deposit,WA,Iron,117.9642,-22.45500000000001,0
Winmar,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",118.0099,-22.328199999999963,0
Borrow Pit 5 - Solomon,mineral deposit,WA,Gravel,118.0194,-22.182299999999987,0
Camelarup Rd Lot 7152 Perup / Phillips,mineral deposit,WA,Gravel,116.5097,-34.19789999999995,0
Ceres,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.77020000000002,-32.878300000000024,0
Athena Bauxite,mineral deposit,WA,"Alumina, Iron, Unspecified/Unknown, Titanium dioxide, Bauxite",116.79430000000002,-32.518399999999964,0
Mt Kokeby 1,mineral deposit,WA,"Attapulgite, Kaolin",116.86760000000001,-32.28500000000002,0
Parker Road Sand,mineral deposit,WA,Sand - undifferentiated,116.8857,-31.743100000000016,0
Clydesdale Rd Lot 10683 Grass Valley,mineral deposit,WA,Gravel,116.8631,-31.629800000000035,0
Goomalling 1 (Sd),Mine - Openpit,WA,Sand - undifferentiated,116.9331,-31.35199999999998,0
Goomalling 2 (Sd),Mine - Openpit,WA,Sand - undifferentiated,116.9802,-31.259599999999967,0
Dowerin Gravel / Wheeldon Vale,mineral deposit,WA,Gravel,116.9998,-31.181599999999968,0
Mummaloo Central,mineral deposit,WA,"Iron, Magnetite",117.2306,-29.66050000000001,0
Yandanoo King North (59),mineral deposit,WA,"Tungsten trioxide (wolframite), Tungsten",117.23019999999998,-29.52839999999998,0
Yeoh Hills Black Jade / Australian Outback,mineral deposit,WA,Gemstones,117.26990000000002,-29.226399999999977,0
Warriedar Tourmaline,mineral deposit,WA,Tourmaline,117.2557,-29.125599999999995,0
Desert Sunset Banded Jasper,mineral deposit,WA,"Jasper, Dimension stone, Ornamental stone",117.2553,-29.039099999999983,0
Lakeside (21),mineral deposit,WA,"Beryl - undifferentiated, Topaz",117.4507,-27.605500000000006,0
Callie Spring / Poletti (20),mineral deposit,WA,"Tungsten trioxide (wolframite), Tungsten",117.51460000000002,-27.28089999999996,0
Poona / Watkins (20),mineral deposit,WA,"Tungsten trioxide (wolframite), Tungsten",117.55719999999998,-27.11919999999999,0
W15 - Madoonga,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Titanium dioxide, Alumina, Iron",117.5751,-26.963900000000034,0
Mt Seabrook 1,mineral deposit,WA,Talc,117.7245,-25.60150000000004,0
Marandoo South West Extension Pit,mineral deposit,WA,Iron,118.11820000000002,-22.640000000000008,0
Mt King Detritals,mineral deposit,WA,Iron,118.12899999999999,-22.1842,0
Yule River Sand Environmental Group,mineral deposit,WA,Sand - undifferentiated,118.2912,-20.695100000000032,0
Cowerup Swamp Group,mineral deposit,WA,Peat,116.6401,-34.430999999999955,0
Dale-Kokeby Rd Brookton / Australbricks,mineral deposit,WA,Clay - brick,116.8824,-32.27380000000003,0
Meckering Kaolin / Altech,mineral deposit,WA,"Alumina, Iron, Potassium, Titanium, Kaolin",117.0608,-31.6847,0
Meckering Granite,mineral deposit,WA,"Aggregate - undifferentiated, Aggregate - coarse, Dimension stone, Granite",116.97699999999999,-31.63610000000004,0
BFM1236,mineral deposit,WA,Gemstones,117.0454,-31.203799999999994,0
Dowerin Environmental Group,mineral deposit,WA,"Aggregate - undifferentiated, Granite, Ballast",117.1386,-30.979400000000012,0
Cadoux Kaolin / Oz Kaolin,mineral deposit,WA,Kaolin,117.1801,-30.68140000000006,0
Kalannie Salt,mineral deposit,WA,Salt,117.18630000000002,-30.394100000000027,0
Lake Hillman Environmental Group,mineral deposit,WA,Gypsum,117.16290000000001,-30.306400000000018,0
Mt Gibson Kaolin,mineral deposit,WA,Kaolin,117.35000000000001,-29.57909999999995,0
Boogardie Orbicular Granite / Seivwright,mineral deposit,WA,"Unspecified/Unknown, Dimension stone, Ornamental stone",117.486,-28.060999999999993,0
Coodardy N,mineral deposit,WA,Beryl - undifferentiated,117.6519,-27.176999999999985,0
Weld Range Iron Ore Resources Group,mineral deposit,WA,"Alumina, Unspecified/Unknown, Iron",117.6071,-26.953099999999985,0
Wilgie Mia New,mineral deposit,WA,"Iron, Hematite, Ochre",117.6836,-26.94400000000002,0
